unit -> angles in degrees			
"Azimuth, angle between the magnetic north direction and the y-axis, around the z-axis (0 to 359). 0=North, 90=East, 180=South, 270=West"	"Pitch, rotation around x-axis (-180 to 180), with positive values when the z-axis moves toward the y-axis"	"Roll, rotation around y-axis (-90 to 90), with positive values when the x-axis moves toward the z-axis"	
Timestamp	Azimuth	Pitch	Roll
2.9317079	45.719482	-77.008446	4.984045
2.936743	46.651337	-76.659706	4.949061
2.9417787	47.603912	-76.31532	4.954163
2.946875	48.5661	-75.97177	5.0041065
2.9518495	49.476685	-75.641464	5.1042504
2.9568849	50.344513	-75.30708	5.2630925
2.9619203	51.1373	-74.96754	5.483402
2.9670167	51.84732	-74.61204	5.7657213
2.971991	52.42746	-74.24735	6.0971794
2.9770265	52.90451	-73.85407	6.478354
2.9820616	53.266663	-73.4331	6.895765
2.9871583	53.532806	-72.975044	7.3413186
2.9921324	53.680725	-72.50091	7.790545
2.9972289	53.74637	-71.991066	8.250477
3.002173	53.69861	-71.48591	8.6919775
3.0072997	53.5365	-70.96053	9.134942
3.012274	53.225677	-70.45568	9.555311
3.0173097	52.76889	-69.944435	9.966736
3.0223448	52.15497	-69.4272	10.363933
3.0274413	51.395355	-68.895134	10.748597
3.0324159	50.526917	-68.37471	11.113098
3.0374513	49.57541	-67.859566	11.472379
3.0424867	48.566284	-67.36975	11.83086
3.047583	47.507416	-66.912094	12.2018175
3.0525575	46.438965	-66.51618	12.5828
3.0575926	45.372925	-66.17821	12.991781
3.0626283	44.32892	-65.9166	13.43437
3.0677247	43.322998	-65.73636	13.921648
3.072699	42.395966	-65.64364	14.444629
3.0777342	41.538727	-65.631065	15.023473
3.0827394	40.75653	-65.68706	15.655325
3.0878663	40.026398	-65.8001	16.364092
3.0928407	39.361145	-65.95464	17.117872
3.0979066	38.75244	-66.147316	17.952587
3.102881	38.192932	-66.365814	18.841488
3.108008	37.65625	-66.60981	19.822235
3.1129823	37.13974	-66.85883	20.831514
3.1180177	36.640656	-67.11644	21.902699
3.123053	36.14807	-67.37478	23.010128
3.1281495	35.64981	-67.630646	24.155146
3.1331236	35.12738	-67.87499	25.284197
3.1381593	34.60843	-68.11378	26.42499
3.1431944	34.065247	-68.35393	27.556622
3.1482909	33.478973	-68.61559	28.68848
3.1532652	32.8443	-68.925064	29.77606
3.1583009	32.26474	-69.302574	30.838495
3.163336	31.779327	-69.7288	31.819923
3.1684325	31.352936	-70.15031	32.6816
3.1734068	30.844635	-70.48764	33.359013
3.1784425	30.15738	-70.68046	33.893227
3.1834776	29.194305	-70.63888	34.378143
3.188574	27.906982	-70.35294	34.991455
3.1935487	26.309052	-69.91383	35.82288
3.1986144	24.441162	-69.32665	36.858906
3.2035887	22.37613	-68.5935	37.917862
3.208716	20.033539	-67.65034	38.917366
3.2136903	17.568695	-66.58656	39.717903
3.2187254	15.025269	-65.41778	40.2903
3.223761	12.48877	-64.20456	40.597904
3.2288575	9.987427	-62.960445	40.660885
3.233832	7.639984	-61.75531	40.523335
3.238867	5.4164734	-60.579475	40.23076
3.2438722	3.3630676	-59.482346	39.82848
3.248999	1.4226074	-58.449203	39.342674
3.2539735	359.70227	-57.543888	38.83444
3.2590086	358.11865	-56.726067	38.318745
3.2640443	356.68594	-56.00294	37.82694
3.2691407	355.3676	-55.35908	37.37712
3.274115	354.21774	-54.80808	36.995655
3.2791505	353.15802	-54.317936	36.679344
3.2841554	352.21518	-53.890034	36.42902
3.2892823	351.36072	-53.509567	36.228252
3.2942564	350.66858	-53.199497	36.072628
3.2993226	350.0764	-52.94807	35.948612
3.304297	349.6128	-52.76996	35.85515
3.3094237	349.23886	-52.658623	35.786243
3.314398	348.9868	-52.62129	35.737873
3.3194337	348.80362	-52.650513	35.704567
3.3244689	348.69507	-52.74609	35.683357
3.3295653	348.64548	-52.91128	35.67307
3.3345397	348.65567	-53.143806	35.67321
3.3395753	348.69418	-53.453163	35.68738
3.3446107	348.7714	-53.83091	35.71815
3.349707	348.88684	-54.27246	35.767605
3.3546815	349.05185	-54.751972	35.827374
3.3597167	349.2484	-55.274315	35.891758
3.3647523	349.4846	-55.822113	35.94766
3.3698487	349.7623	-56.39608	35.984806
3.374823	350.07123	-56.971367	35.995003
3.3798583	350.40234	-57.56692	35.975697
3.384894	350.7544	-58.17369	35.925125
3.3899903	351.12534	-58.79689	35.826847
3.3949647	351.49814	-59.40659	35.697872
3.4000306	351.8647	-60.022846	35.532673
3.405005	352.216	-60.623604	35.321247
3.410132	352.5668	-61.238667	35.069824
3.4151063	352.90897	-61.836666	34.791607
3.4201417	353.25214	-62.44712	34.476387
3.425177	353.6054	-63.06797	34.13028
3.4302735	353.97827	-63.7091	33.75502
3.4352477	354.38266	-64.35103	33.371426
3.4402833	354.83914	-65.02161	32.974598
3.4453185	355.36676	-65.707245	32.57444
3.450415	355.98825	-66.405685	32.172394
3.4553893	356.69183	-67.079796	31.782381
3.460425	357.4771	-67.74547	31.385155
3.46546	358.3319	-68.389046	30.982687
3.4705565	359.2536	-69.02365	30.572674
3.4755309	0.21936035	-69.642204	30.173101
3.4805665	1.2502136	-70.28993	29.782372
3.4855711	2.3580322	-70.973694	29.415722
3.490698	3.5903015	-71.72155	29.065905
3.4956727	4.899414	-72.492836	28.74866
3.5007384	6.3338623	-73.3205	28.444931
3.5057127	7.853119	-74.17258	28.154737
3.51084	9.525055	-75.08881	27.853622
3.5158143	11.256653	-76.01271	27.543297
3.5208495	13.104767	-76.97023	27.193071
3.5258546	15.025055	-77.92544	26.78322
3.5309815	17.038239	-78.8832	26.266047
3.535956	18.995483	-79.76345	25.613262
3.540991	20.976501	-80.61438	24.70655
3.5460267	22.86383	-81.44263	23.516937
3.5511231	24.635681	-82.29718	22.086292
3.5560975	26.345795	-83.074425	20.61365
3.5611327	28.020142	-83.69866	19.258907
3.5661683	29.534485	-84.08258	18.155281
3.5712647	30.876923	-84.19488	17.235329
3.576239	31.953949	-84.10316	16.404045
3.5812745	32.766174	-83.91577	15.553503
3.5863097	33.297607	-83.69664	14.674713
3.5914063	33.56775	-83.44835	13.783212
3.5963805	33.60028	-83.16591	12.949551
3.6014466	33.475708	-82.832115	12.156644
3.606421	33.276947	-82.46825	11.436017
3.6115477	33.07498	-82.07515	10.7409115
3.616522	32.91278	-81.69473	10.1085615
3.6215577	32.816467	-81.31802	9.5075035
3.6265929	32.822083	-80.949234	8.948905
3.6316893	32.938538	-80.58104	8.435323
3.6366637	33.17044	-80.22335	7.9943585
3.6416993	33.50473	-79.85661	7.616242
3.6467347	33.941803	-79.47425	7.307231
3.651831	34.476654	-79.06592	7.059848
3.6568055	35.089508	-78.64282	6.877356
3.6618407	35.76779	-78.18842	6.7508674
3.6668763	36.499146	-77.70749	6.6800365
3.6719728	37.285706	-77.192696	6.662352
3.676947	38.08737	-76.668274	6.6985264
3.6819823	38.907623	-76.12153	6.791025
3.687018	39.72177	-75.56347	6.943746
3.6921144	40.523926	-74.98702	7.1615996
3.6970887	41.26184	-74.4157	7.43903
3.7021546	41.932404	-73.829155	7.789769
3.707129	42.471893	-73.2499	8.20129
3.712256	42.88687	-72.63905	8.685172
3.7172303	43.12448	-72.021706	9.202215
3.7222655	43.224792	-71.35445	9.745913
3.7272706	43.189575	-70.6432	10.280277
3.7323976	43.049774	-69.86827	10.792635
3.7373717	42.81076	-69.09257	11.244756
3.7424073	42.503967	-68.30892	11.644684
3.7474122	42.128418	-67.56118	11.9858465
3.752539	41.681305	-66.84975	12.277298
3.7575133	41.167572	-66.22974	12.515763
3.762549	40.59079	-65.682205	12.721785
3.767584	39.962067	-65.21675	12.9093
3.7726805	39.28943	-64.82513	13.099203
3.7776856	38.5997	-64.51326	13.307688
3.7826905	37.918182	-64.2673	13.554813
3.7877257	37.256744	-64.08117	13.859557
3.7928221	36.63498	-63.95325	14.236153
3.7977965	36.07483	-63.88783	14.6783905
3.8028624	35.58029	-63.88109	15.201135
3.8078368	35.15222	-63.935356	15.7814455
3.812964	34.776917	-64.055435	16.435528
3.8179383	34.453674	-64.23931	17.117989
3.8229735	34.197815	-64.496254	17.846445
3.8279784	33.99887	-64.823044	18.600193
3.8331056	33.85254	-65.22421	19.391321
3.83808	33.736603	-65.671135	20.171877
3.843115	33.68451	-66.17132	20.964975
3.8481202	33.668518	-66.70683	21.749514
3.8532472	33.681	-67.28024	22.540613
3.8582215	33.677734	-67.84226	23.292013
3.8632567	33.693024	-68.40023	24.028675
3.8682923	33.684082	-68.93819	24.73855
3.8733888	33.631897	-69.452866	25.426502
3.8783631	33.492798	-69.91487	26.06691
3.8833985	33.299744	-70.33837	26.684515
3.8884337	33.03949	-70.7185	27.270061
3.8935304	32.749603	-71.06058	27.824024
3.8985045	32.439575	-71.36218	28.318062
3.9035707	32.12967	-71.63437	28.770071
3.908545	31.748108	-71.86035	29.162477
3.9136717	31.236938	-72.02519	29.525719
3.9187012	30.60971	-72.07612	29.874506
3.9237368	29.897217	-72.01435	30.286463
3.928772	29.035767	-71.91639	30.831297
3.9338684	28.02652	-71.862595	31.572735
3.938843	26.848236	-71.83297	32.531563
3.9438782	25.55429	-71.77629	33.644226
3.9489138	24.133972	-71.60204	34.74935
3.9540102	22.640198	-71.253914	35.7344
3.9589846	21.151306	-70.772995	36.527405
3.9640198	19.72406	-70.21732	37.145912
3.9690554	18.354156	-69.65777	37.59681
3.9741518	16.990448	-69.119705	37.913967
3.9791262	15.642944	-68.635254	38.116993
3.9841614	14.313507	-68.19595	38.232365
3.989197	13.033325	-67.80982	38.27006
3.9942935	11.810486	-67.46969	38.241524
3.9992678	10.67865	-67.17614	38.160564
4.004364	9.588837	-66.89098	38.03234
4.009308	8.590393	-66.61431	37.86723
4.014435	7.5932007	-66.3075	37.667633
4.019409	6.671875	-65.984215	37.45229
4.0244446	5.772156	-65.62603	37.22678
4.02948	4.911499	-65.24389	36.99918
4.0345764	4.0740356	-64.84537	36.776234
4.039551	3.3061829	-64.45925	36.569138
4.044586	2.5740662	-64.08064	36.374424
4.049591	1.8954468	-63.73246	36.198574
4.054718	1.2463989	-63.429302	36.044167
4.0596924	0.68585205	-63.211445	35.921566
4.064728	0.17346191	-63.075787	35.829937
4.069763	359.73615	-63.026375	35.768543
4.0748596	359.38364	-63.060593	35.73327
4.079834	359.1505	-63.17016	35.71768
4.0848694	359.00476	-63.3485	35.717587
4.0899053	358.94614	-63.58199	35.726307
4.095001	358.9547	-63.86157	35.73897
4.0999756	359.02222	-64.165405	35.750168
4.1050415	359.11148	-64.50025	35.7605
4.110016	359.22	-64.849945	35.76667
4.115143	359.33673	-65.224525	35.767956
4.120117	359.46045	-65.59754	35.758778
4.1251526	359.5757	-65.97772	35.735245
4.130188	359.68253	-66.35629	35.69226
4.1352844	359.77744	-66.72956	35.622334
4.140259	359.85608	-67.07782	35.52091
4.145294	359.90472	-67.40759	35.37677
4.1503296	359.90167	-67.69671	35.15746
4.155426	359.84164	-67.94867	34.85697
4.1604004	359.75522	-68.1717	34.51549
4.1654363	359.6387	-68.38202	34.12851
4.170471	359.51004	-68.58496	33.709793
4.1755676	359.37842	-68.79398	33.264328
4.180542	359.2784	-69.01297	32.814747
4.1855774	359.2114	-69.258156	32.35168
4.190613	359.20377	-69.533775	31.886112
4.195709	359.27856	-69.84147	31.41217
4.2006836	359.45795	-70.16078	30.943016
4.2057495	359.72424	-70.485855	30.45713
4.210724	0.082977295	-70.78736	29.969995
4.215851	0.535553	-71.08451	29.473839
4.220825	1.0962524	-71.37723	29.008255
4.2258606	1.7695923	-71.701515	28.576834
4.230896	2.5844727	-72.07688	28.201809
4.2359924	3.5601501	-72.52426	27.886173
4.240967	4.678467	-73.037865	27.634455
4.246002	5.9585876	-73.644394	27.425114
4.2510376	7.3944397	-74.33751	27.241016
4.2561345	8.987976	-75.121925	27.053684
4.2611084	10.665955	-75.94718	26.834208
4.266144	12.449066	-76.8158	26.539705
4.271179	14.289734	-77.691086	26.135641
4.2762756	16.18631	-78.566246	25.574558
4.28125	18.054962	-79.4119	24.837059
4.2862854	19.967346	-80.281876	23.875967
4.291321	21.847534	-81.1749	22.754818
4.296417	23.696991	-82.05318	21.583282
4.3013916	25.390686	-82.770065	20.549547
4.3064575	26.960571	-83.23513	19.654976
4.311432	28.279327	-83.416664	18.86365
4.316559	29.39569	-83.39002	18.03196
4.321533	30.191315	-83.241936	17.165236
4.3265686	30.72052	-83.01731	16.212145
4.3315735	30.967957	-82.74015	15.213439
4.336701	30.976776	-82.401634	14.185443
4.341675	30.804688	-82.02122	13.231805
4.34671	30.523987	-81.58389	12.342015
4.351746	30.187134	-81.10548	11.544842
4.3568425	29.818268	-80.59501	10.842999
4.3618164	29.460938	-80.08616	10.262553
4.366852	29.116486	-79.56828	9.779642
4.3718877	28.822449	-79.0535	9.393171
4.376984	28.615814	-78.53447	9.08392
4.381958	28.542877	-78.02859	8.848487
4.3869934	28.606262	-77.51441	8.663988
4.3920293	28.821411	-76.99863	8.52393
4.3971257	29.193878	-76.47722	8.4207115
4.4020996	29.698029	-75.974205	8.3570175
4.407166	30.31366	-75.47165	8.330326
4.41214	31.001923	-74.98921	8.344779
4.417267	31.779144	-74.50193	8.402016
4.422241	32.578644	-74.039474	8.501349
4.4272766	33.41208	-73.58004	8.645149
4.432312	34.251648	-73.130745	8.836936
4.4374084	35.100494	-72.687515	9.080457
4.442383	35.91101	-72.26846	9.368348
4.447418	36.695404	-71.85477	9.710161
4.4524536	37.42874	-71.44615	10.099424
4.45755	38.106415	-71.02845	10.537484
4.4625244	38.676025	-70.61135	11.005582
4.46756	39.167908	-70.16953	11.513692
4.472595	39.55847	-69.70251	12.051107
4.4776917	39.845703	-69.20134	12.613319
4.4826665	39.996338	-68.68811	13.168782
4.4877014	40.04535	-68.1478	13.718894
4.492737	39.97461	-67.600746	14.242345
4.4978333	39.797607	-67.057365	14.730786
4.502808	39.51834	-66.55292	15.163665
4.5078735	39.166412	-66.08086	15.55504
4.5128484	38.743713	-65.67061	15.898746
4.517975	38.256104	-65.313065	16.21727
4.5229497	37.72638	-65.03481	16.51189
4.5279846	37.184357	-64.82501	16.808466
4.53302	36.631134	-64.6856	17.1216
4.5381165	36.078766	-64.61348	17.467033
4.5430913	35.54303	-64.60935	17.843784
4.548126	35.04843	-64.67024	18.268108
4.5531616	34.587738	-64.79557	18.737455
4.558258	34.164368	-64.98591	19.254778
4.5632324	33.776672	-65.23301	19.801144
4.5682683	33.459198	-65.54309	20.389114
4.573303	33.20755	-65.91018	21.008034
4.5783997	33.02603	-66.33261	21.658552
4.583374	32.895386	-66.787575	22.310131
4.58841	32.83972	-67.27911	22.978622
4.5934143	32.816345	-67.78805	23.648087
4.5985413	32.802277	-68.3196	24.334484
4.6035156	32.74762	-68.836136	25.00001
4.6085815	32.67932	-69.35107	25.672909
4.613556	32.557404	-69.83693	26.32794
4.618683	32.36783	-70.305984	26.99275
4.623657	32.078613	-70.72389	27.629198
4.6286926	31.726166	-71.109566	28.262747
4.6337285	31.300415	-71.46497	28.885786
4.638825	30.841309	-71.79613	29.505575
4.643799	30.37793	-72.091515	30.10266
4.648834	29.934479	-72.38005	30.695984
4.65387	29.450287	-72.64828	31.268309
4.6589665	28.835205	-72.86309	31.8174
4.6639404	28.018677	-72.95482	32.32142
4.668976	26.99707	-72.893074	32.80662
4.6740117	25.73288	-72.72449	33.313763
4.679108	24.17517	-72.485794	33.95432
4.684082	22.521515	-72.18999	34.72706
4.6891174	20.777344	-71.76774	35.605953
4.6941533	18.958862	-71.19707	36.454872
4.6992497	17.065338	-70.49328	37.20135
4.7042236	15.175232	-69.737206	37.79096
4.70929	13.276825	-68.939896	38.247017
4.714264	11.427521	-68.15498	38.57015
4.719391	9.550415	-67.35341	38.794926
4.724365	7.7692566	-66.59274	38.930614
4.7294006	6.058258	-65.85626	39.008877
4.734436	4.456543	-65.16192	39.04491
4.7395325	2.9560547	-64.4995	39.047718
4.744507	1.6072388	-63.88581	39.01985
4.749542	0.3446045	-63.286392	38.97276
4.7545776	359.1652	-62.706036	38.917557
4.759674	358.04694	-62.136444	38.86191
4.7646484	357.02875	-61.60742	38.81313
4.769684	356.07318	-61.103146	38.775936
4.774719	355.19656	-60.63557	38.75468
4.7798157	354.3827	-60.193558	38.752174
4.7847905	353.6643	-59.785515	38.766857
4.7898254	353.0012	-59.386486	38.800114
4.794861	352.39417	-59.001713	38.851254
4.7999573	351.81796	-58.63387	38.92383
4.804932	351.28986	-58.30904	39.01476
4.8099976	350.7731	-58.028484	39.131596
4.8149724	350.30582	-57.8175	39.265095
4.820099	349.87125	-57.677395	39.419395
4.8250737	349.52243	-57.624798	39.57499
4.8301086	349.2482	-57.657562	39.73091
4.835114	349.06146	-57.76649	39.87345
4.8402405	348.95093	-57.947155	40.00087
4.8452153	348.92224	-58.182865	40.100613
4.8502502	348.94662	-58.471073	40.177666
4.8552856	349.01917	-58.803505	40.2293
4.860382	349.13037	-59.17889	40.257534
4.8653564	349.27682	-59.577744	40.259975
4.8703923	349.4532	-60.007725	40.235104
4.8754272	349.65305	-60.453056	40.1758
4.8805237	349.87195	-60.9089	40.073387
4.885498	350.08994	-61.35003	39.925827
4.890534	350.30228	-61.787815	39.722378
4.895569	350.49658	-62.211468	39.461864
4.9006653	350.66138	-62.618946	39.11409
4.9056396	350.79764	-62.995827	38.69909
4.9107056	350.9243	-63.37137	38.237835
4.91568	351.05704	-63.74152	37.757538
4.920807	351.22122	-64.1378	37.24564
4.9257813	351.4474	-64.54337	36.735798
4.9308167	351.73557	-64.970665	36.212612
4.9358525	352.0936	-65.407	35.680275
4.9409485	352.52484	-65.8487	35.127094
4.945923	353.02707	-66.2719	34.573986
4.9509583	353.59213	-66.69973	34.01327
4.955994	354.24164	-67.14727	33.46708
4.9610906	355.00705	-67.644775	32.945667
4.9660645	355.90012	-68.194725	32.476624
4.9711	356.93088	-68.83087	32.050312
4.9761357	358.11105	-69.55483	31.670053
4.981232	359.4598	-70.38377	31.325865
4.986206	0.94973755	-71.286194	31.015354
4.9912415	2.6028442	-72.28195	30.709568
4.9962773	4.4072876	-73.341	30.38316
5.001374	6.3540955	-74.443436	30.000431
5.0063477	8.341339	-75.51627	29.543571
5.011444	10.409882	-76.5826	28.964819
5.016388	12.42215	-77.56625	28.272099
5.021515	14.477783	-78.5163	27.393064
5.0264893	16.487823	-79.35751	26.329008
5.0315247	18.5224	-80.14167	24.99465
5.03656	20.378754	-80.93225	23.457964
5.0416565	22.067413	-81.732254	21.839634
5.046631	23.647736	-82.40293	20.366177
5.0516663	25.154053	-82.83325	19.091404
5.0567017	26.545197	-82.95303	17.977661
5.061798	27.773224	-82.800934	16.908659
5.0667725	28.754913	-82.48769	15.85099
5.071808	29.502441	-82.099525	14.745864
5.0768433	29.975006	-81.69143	13.633658
5.0819397	30.183746	-81.26679	12.546002
5.0869145	30.18808	-80.83457	11.5622635
5.0919495	30.049591	-80.38202	10.673932
5.0969543	29.839691	-79.92773	9.911378
5.1020813	29.608246	-79.46622	9.25628
5.107056	29.414124	-79.0336	8.736749
5.1121216	29.273285	-78.60998	8.309507
5.117096	29.224915	-78.21507	7.974853
5.122223	29.28656	-77.82606	7.7036195
5.1271977	29.47348	-77.46016	7.4998007
5.1322327	29.77063	-77.08878	7.3431296
5.137268	30.183289	-76.706184	7.229977
5.1423645	30.707062	-76.30507	7.157851
5.1473393	31.311005	-75.901794	7.1282454
5.1523743	31.981018	-75.47998	7.1359935
5.1574097	32.697266	-75.045906	7.179886
5.162506	33.452606	-74.59389	7.259669
5.1674805	34.204346	-74.14447	7.372774
5.1725163	34.956604	-73.68423	7.522116
5.1775513	35.69101	-73.22263	7.7064557
5.1826477	36.400635	-72.75621	7.9291863
5.187622	37.039734	-72.30333	8.184681
5.192658	37.631927	-71.84543	8.478766
5.1976624	38.161926	-71.38964	8.804442
5.2027893	38.640717	-70.92015	9.167367
5.2077637	39.016937	-70.46368	9.544667
5.2128296	39.32086	-69.995605	9.944177
5.217804	39.519043	-69.535095	10.347498
5.222931	39.625458	-69.05801	10.763707
5.2279053	39.60443	-68.59463	11.164674
5.2329407	39.48462	-68.12306	11.555982
5.237976	39.25531	-67.64843	11.925495
5.2430725	38.92462	-67.16557	12.268556
5.248047	38.498474	-66.69735	12.572392
5.2530823	38.007416	-66.23277	12.847027
5.258118	37.458344	-65.78642	13.0950575
5.2632146	36.86078	-65.35923	13.326149
5.2681885	36.2265	-64.969795	13.545482
5.273224	35.569702	-64.607056	13.768817
5.2782598	34.896057	-64.27914	14.005877
5.283356	34.211487	-63.98822	14.269614
5.28833	33.535767	-63.74826	14.563894
5.2933655	32.883972	-63.552776	14.905105
5.2984014	32.26358	-63.40754	15.295697
5.303498	31.666168	-63.31793	15.744675
5.3084717	31.100525	-63.291695	16.237349
5.313538	30.567322	-63.33113	16.794216
5.318512	30.085724	-63.433174	17.395445
5.323639	29.65509	-63.59819	18.066202
5.3286133	29.288025	-63.813194	18.762941
5.3336487	28.999573	-64.0785	19.507654
5.338684	28.781555	-64.382576	20.286228
5.3437805	28.634705	-64.72131	21.100481
5.348755	28.532898	-65.069855	21.915388
5.3537903	28.494446	-65.42915	22.753384
5.3588257	28.483582	-65.78582	23.600332
5.363922	28.492432	-66.137856	24.460796
5.3688965	28.47705	-66.47372	25.300385
5.373932	28.477142	-66.80997	26.139206
5.3789673	28.455627	-67.14997	26.959164
5.3840637	28.412231	-67.50967	27.759985
5.389038	28.33667	-67.88375	28.505224
5.3940735	28.319885	-68.28254	29.21144
5.399109	28.321991	-68.676506	29.866882
5.4042053	28.27655	-69.035736	30.478134
5.40918	28.079956	-69.31081	31.035288
5.4142456	27.72696	-69.46142	31.605494
5.41922	27.17871	-69.46611	32.235474
5.424347	26.325562	-69.37496	33.05883
5.429322	25.1745	-69.23064	34.061607
5.4343567	23.817902	-69.0154	35.187317
5.439392	22.267487	-68.70322	36.284866
5.4444885	20.549286	-68.2706	37.265255
5.4494634	18.774841	-67.75958	38.0498
5.4544983	17.044373	-67.202576	38.643238
5.4595337	15.398987	-66.65111	39.03943
5.46463	13.825714	-66.11477	39.26841
5.4696045	12.340485	-65.6142	39.36599
5.4746404	10.919647	-65.13309	39.382656
5.4796753	9.563232	-64.68285	39.353294
5.4847717	8.253662	-64.2588	39.29896
5.489746	7.022949	-63.871048	39.226505
5.494782	5.83609	-63.492485	39.13687
5.499817	4.6866455	-63.12292	39.035007
5.5049133	3.5491943	-62.75561	38.92772
5.5098877	2.468933	-62.402164	38.82071
5.5149536	1.4117737	-62.039333	38.71317
5.519928	0.4303589	-61.67818	38.605965
5.525055	359.465	-61.2927	38.495502
5.5300293	358.56668	-60.90726	38.38324
5.5350647	357.67502	-60.49932	38.26291
5.5401	356.7918	-60.073463	38.129955
5.5451965	355.89026	-59.629246	37.97755
