unit -> angles in degrees;
Azimuth, angle between the magnetic north direction and the y-axis, around the z-axis (0 to 359). 0=North, 90=East, 180=South, 270=West;Pitch, rotation around x-axis (-180 to 180), with positive values when the z-axis moves toward the y-axis;Roll, rotation around y-axis (-90 to 90), with positive values when the x-axis moves toward the z-axis;
Timestamp;Azimuth;Pitch;Roll;
2.0605407;43.084167;-79.050674;39.1296;
2.0655153;42.47696;-78.638466;40.337357;
2.0705507;41.743866;-78.12911;41.70209;
2.075586;40.903046;-77.56599;43.18294;
2.0806825;39.97754;-76.95279;44.75779;
2.085657;38.924835;-76.28002;46.32323;
2.0907226;37.66742;-75.45097;47.888992;
2.0956972;36.167755;-74.41726;49.344208;
2.100824;34.303223;-73.06109;50.71053;
2.1057982;32.173737;-71.44628;51.866146;
2.1108336;29.790863;-69.547386;52.84;
2.115869;27.233887;-67.44681;53.604275;
2.1209655;24.526276;-65.17759;54.167515;
2.1259398;21.788666;-62.86988;54.520706;
2.1309752;18.979004;-60.47078;54.692184;
2.1360106;16.134949;-58.04601;54.69116;
2.141107;13.260651;-55.610687;54.53107;
2.1460817;10.499084;-53.309616;54.23756;
2.151117;7.8253784;-51.110767;53.82095;
2.1561217;5.32312;-49.105854;53.305702;
2.1612487;2.9495544;-47.276585;52.692112;
2.166223;0.8531494;-45.75237;52.03016;
2.1712584;358.9602;-44.489616;51.311256;
2.1762938;357.30502;-43.514523;50.554474;
2.1813903;355.8638;-42.808;49.76018;
2.186365;354.68866;-42.37963;48.96578;
2.1914306;353.69208;-42.177032;48.144913;
2.196405;352.88428;-42.17235;47.331413;
2.2015321;352.1972;-42.325523;46.48637;
2.2065065;351.6495;-42.588654;45.660313;
2.2115417;351.15808;-42.931984;44.8166;
2.2165773;350.71667;-43.321762;43.961475;
2.2216737;350.29684;-43.737446;43.08382;
2.226648;349.91907;-44.146896;42.21802;
2.2316833;349.51855;-44.548073;41.340782;
2.2366884;349.12326;-44.924534;40.474785;
2.2418153;348.7222;-45.28001;39.604893;
2.2467895;348.37802;-45.60069;38.786533;
2.2518249;348.03842;-45.908306;37.994717;
2.2568603;347.7458;-46.211452;37.244427;
2.2619567;347.50476;-46.52599;36.529343;
2.266931;347.35812;-46.856316;35.87252;
2.2719667;347.24924;-47.222103;35.249126;
2.2770019;347.20056;-47.626827;34.662376;
2.2820983;347.2121;-48.086548;34.098038;
2.2870727;347.30194;-48.582836;33.568977;
2.2921386;347.41672;-49.138393;33.05079;
2.297113;347.58203;-49.731575;32.557823;
2.30224;347.79108;-50.385998;32.071377;
2.3072143;348.06787;-51.06305;31.618174;
2.31225;348.37796;-51.78741;31.181976;
2.3173585;348.74207;-52.549442;30.769098;
2.322455;349.16522;-53.354305;30.373981;
2.3274293;349.6561;-54.168285;30.007256;
2.3324645;350.18823;-55.011086;29.656107;
2.3374696;350.7663;-55.861385;29.328987;
2.3425965;351.39957;-56.7428;29.022928;
2.347571;352.07806;-57.60704;28.755077;
2.352606;352.78976;-58.490456;28.52336;
2.3576417;353.55035;-59.383038;28.333199;
2.3627381;354.37582;-60.29761;28.186098;
2.3677125;355.2603;-61.207607;28.083923;
2.372748;356.21088;-62.14928;28.021059;
2.3777833;357.22995;-63.115517;27.990643;
2.3828797;358.33582;-64.11862;27.98072;
2.387854;359.49307;-65.11871;27.980028;
2.39292;0.73983765;-66.157364;27.97991;
2.3978944;2.0355225;-67.1918;27.968472;
2.4030213;3.4244385;-68.27075;27.939976;
2.4079955;4.817322;-69.32752;27.889574;
2.413031;6.262207;-70.40383;27.815765;
2.4180663;7.733612;-71.4887;27.715578;
2.4231627;9.23703;-72.60025;27.583645;
2.428137;10.715271;-73.70134;27.41883;
2.4331727;12.253174;-74.83655;27.20849;
2.4381776;13.8333435;-75.99201;26.942755;
2.4433043;15.512604;-77.205505;26.599585;
2.448279;17.210358;-78.41243;26.177214;
2.4533143;19.019867;-79.65792;25.645878;
2.4583497;20.901367;-80.92531;25.000195;
2.4634461;22.856415;-82.21904;24.235172;
2.4684205;24.789398;-83.48468;23.393404;
2.473456;26.767883;-84.7487;22.480715;
2.4784913;28.714142;-85.97176;21.547285;
2.4835877;30.608765;-87.13719;20.620129;
2.488562;32.36789;-88.18083;19.743916;
2.493628;34.102234;-89.13656;18.869097;
2.4986024;35.76587;-89.95799;17.99195;
2.5037293;37.44861;-90.68706;17.040054;
2.5087037;38.9942;-91.30596;16.069448;
2.513739;40.473328;-91.85447;15.064169;
2.5187745;41.843445;-92.32065;14.070851;
2.523871;43.114075;-92.69571;13.115031;
2.5288453;44.202698;-92.95508;12.254562;
2.5338807;45.185425;-93.08242;11.459505;
2.538916;46.049744;-93.05177;10.733407;
2.5440125;46.80664;-92.86567;10.069172;
2.548987;47.391174;-92.56775;9.502544;
2.5540223;47.86023;-92.187744;9.013249;
2.5590575;48.19925;-91.76564;8.6091795;
2.5641541;48.438385;-91.318146;8.2823515;
2.5691283;48.574127;-90.86871;8.040831;
2.574164;48.643738;-90.39459;7.862013;
2.579199;48.638;-89.88892;7.741085;
2.5842955;48.56485;-89.33586;7.6667867;
2.5892699;48.43219;-88.754875;7.6338997;
2.5943663;48.257935;-88.12393;7.6318135;
2.5993102;48.049744;-87.48834;7.659125;
2.6044374;47.806;-86.814514;7.712263;
2.6094117;47.542084;-86.15514;7.7911634;
2.614447;47.264618;-85.48673;7.8990717;
2.6194825;46.986237;-84.82283;8.037114;
2.624579;46.71405;-84.158005;8.211058;
2.6295533;46.46115;-83.51785;8.42078;
2.6345885;46.216583;-82.87946;8.674254;
2.639624;45.987335;-82.2526;8.968344;
2.6447206;45.77414;-81.62969;9.307978;
2.649695;45.58728;-81.03702;9.681905;
2.65473;45.41873;-80.45808;10.101241;
2.6597657;45.285522;-79.90449;10.562048;
2.6648622;45.193085;-79.37465;11.068926;
2.6698365;45.149353;-78.88974;11.604615;
2.674872;45.154877;-78.434204;12.186668;
2.6799073;45.21518;-78.0149;12.807826;
2.6850038;45.32898;-77.630035;13.474573;
2.6899781;45.47986;-77.2959;14.1635275;
